text,label
" Here's Newt Gingrich showing a dark, disgusting Neocon side here - using human tragedy and suffering in Iran to score cheep regi…",4
JZarif The mullahs' regime deliberately brought Corona into the country and expanded it!  For two reasons: suppres… ,4
" Shiite Mafias of Afghan and other nationalities occupy Deir Ezzor.. Just like Daesh brought foreign elements, Iran boasts that…",4
" CORONAVIRUS:   ▶️Dubai's streets are almost deserted, as the UAE has taken drastic measures to combat the new COVID-19 pandemi…",4
 A prominent Houthi commander vowed in a television interview to coerce all tribes in Yemen to fight alongside the Ira…,4
" U.S. citizen Siamak Namazi, unjustly jailed in Iran since 2015, was denied furlough as prisoners all around him are being releas…",4
 Happy Chaharshanbe Suri. Iran forever. Ancient Fire-jumping ceremony.,4
 Will the Trump administration block Iran’s request for an emergency loan to combat COVID-19? ,4
A security official in Iran announced that people who hide their COVID19 disease will be sentenced to one year in… ,4
"Sam Smit98638112 Ilhan MN Scary to see this. These people are supporters of Palestine, Iran and may be even Sharia… ",4
" Lahore has its first verified case of Corona virus in Phase 5, DHA - the entire family has been quarantined and police have se…",4
" Incase you think Coronavirus crisis in Nigeria wont get to you, think again.  It got to: UK health minister Mayor of Mi…",4
" ""Iran warns virus could kill ‘millions’ in Islamic Republic"" ",4
 Please read these graphs with reservations. Many countries have stopped testing or have never had good testing in place. I…,4
" Iranian FM Says US Sanctions 'Impaired' Iran's Efforts To Combat Coronavirus   In February, however, Sec Pompeo said tha…",4
 SCOOP: Iran built a COVID-19 detection app that it urged citizens to install on their devices  - 4 mil Iranians installed i…,4
"Khurram Dehwar Well, I think they have a point here many fighters who fled after turkey's intervention in Syria wer… ",4
" rachel_joyy Where is the UN monitor of elections? If this happened in Iran or Venezuela, the United States would be threa…",4
 Iran frees Zaghari-Ratcliffe temporarily as virus hits jails ,4
 Relieved that Nazanin has been temporarily released into her family’s care in Iran. It is essential she has access to any…,4
" The Iranian government is humane enough release on bail due to Coronavirus someone who Dominic Raab considers ""arbitrari…",4
 Some good news in the darkness of Coronavirus – my constituent Nazanin Zaghari-Ratcliffe has been released from prison fo…,4
 Just In: Pakistani Prime Minister Imran Khan PTI asks richer economies to think to to write off debts of developing nations…,4
Zahraa Alfeyli honeyubetternot x Maisaaraahx yourukhtiii_ Aghazadeh Hadi Iran and Shia militias played a major ro… ,4
"At the Iranian Border, Iraqis Try to Keep a Virus From Enter..  nytimes - News - Noticia - Bitcoin - Crypto Currency… ",4
Coronavirus: Men who licked holy shrines in Iran face jail  ,4
 petrol Price in Different countries  Saudi Arab - ₹15/litre Iran              - ₹16.45/litre Iraq              - ₹16.75/lit…,4
Iran’s nuclear programme takes a dangerous step  The Economist - News - Noticia - Bitcoin - Crypto Currency - Forex -… ,4
 Nazanin Zaghari Ratcliffe was this afternoon released temporarily on furlough for two weeks until 4 April 2020.  A Ray of ligh…,4
 Iran is facing a possible catastrophe as officials warned of a collapse of the country’s health system and a scientific stu…,4
 Boils my fucking blood. I hope all the mullahs just dissapear. Make it happen coronavirus. Iran. ,4
" Iran temporarily freed 85,000 inmates from jail, including political prisoners, as a precautionary measure to confront the co…",4
 Can you? Country thread with each letter of your name   A= America L= London I= Iran Y= Yemen U= Ukraine   Drop yours👇👇,4
 Army sources: First positive case of COVID19 confirmed of an Indian Army jawan (from Ladakh Scouts). Jawan’s father has travel hi…,4
Novak Tolle Sure but transporting 200 plus people across is just too dangerous. India can help Iran quarantine them temporarily.,4
Ravagiing Perhaps Iran is using this pandemic time to enrich more uranium. No one is there to watch them.,4
" I’m old enough to remember Obama, Ben Rhodes, Rob Malley and the other Iran regime apologists telling us Iran is just like…",4
Bear Medano No. The virus in Iran and Italy are different strains from the one in China.,4
 real Donald Trump .JZarif says Iran has a shortage of medical supplies due to U.S. sanctions.   This thread asks simple…,4
British-Iranian Aid Worker Zaghari-Ratcliffe Temporarily Released from Iran Jail ,4
Farsi / Irani: Sepah and other  force in Iran can be used for the Develo...  via You Tube,4
"BOOMTRUMP2020 Vazhog no_silenced He bailed out Solindra, General Motors, Iran!,",4
Really good news for all of us. Clear signs now that Italy may mirror China. Quarantine measures are slowing that r… ,4
 Iranians are stoking food and hygienic products in mosques! 😲  And then distributing it among the poor families.  It's a…,4
" 📌 Peaceful demonstrations early 2011 in Syria  Instead of complying with demands to reform, Assad asked Russia and Iran to…",4
"Spare a thought of the people of Iran, Spain and Italy. Coronavirus Outbreak",4
" Coronavirus: Iran frees 85,000 prisoners to combat spread of COVID-19 ",4
"""temporarily"" Do they really think they come back? .... Iran has now temporarily sent home 85,000 inmates over coro… ",4
"Iran releases 85,000 inmates as coronavirus sweeps through prisons: 'we're all ill'  ",4
" I am so happy to see a new image of Nazanin outside the walls of Evin. But I’m appalled, as everyone should be, to know she i…",4
" Iran’s confirmed corona cases is now 16,169 with 988 deaths. In the last 24 hours there have been 1,178 new cases. I say thi…",4
 For all those alleging Pakistan did not close its border with Iran on time. Or that border was never closed and is stil…,4
" Pakistan said confirmed cases had more than doubled for a 2nd consecutive day, reaching 237.  Officials said jump was due to…",4
 Some good news in the darkness of Coronavirus – my constituent Nazanin Zaghari-Ratcliffe has been released from prison fo…,4
 Coronavirus Spy Apps: Israel Joins Iran And China Tracking Citizens’ Smartphones To Fight COVID-19 …,4
"smithkabul Iran’s prisoners are criminals where afghan prisoners are terrorists, no body in the right state of min… ",4
 Iran finally shuts down Shia shrines today as coronavirus peaked in those cities. Mobs of ultra hardliners break the doo…,4
" ""If the pandemic has exposed or confirmed the incompetence and malignance of governments, at the same time it has crippled…",4
Mr Mubin Shaikh I stand corrected. There's always bias in reporting and Israel is no friend of Iran. Hence my tweet,4
 When you  -sent an entire makeshift lab to Iran to save ur citizens  -evacuated 766 indians from china -124 from japan -336fr…,4
" ""If the pandemic has exposed or confirmed the incompetence and malignance of governments, at the same time it has crippled…",4
 Set up your popular resistance councils as quickly as possible. The people of Iran say the spirit of life is in our han…,4
 The average age for the victims of Corona Virus in Iran has been 67. The median age has been 64. Minimum age has been 3 (a…,4
"Willy Hayes8 Classicalbanksy Dresden. Read up. It may have been World War II, but that was an atrocity worse than… ",4
Iran Is nazaninzaghariratcliffe among the freed prisoners ? I hope so iran because it would be a blessing at this fragile time,4
" Taybad, NE Iran Activists say authorities are not taking any measures to prevent the coronavirus outbreak yet they are a…",4
 Army sources: First positive case of COVID19 confirmed of an Indian Army jawan (from Ladakh Scouts). Jawan’s father has travel hi…,4
" Iran frees 85,000 prisoners to stop spread of coronavirus, 50% of those released are security-related prisoners We w…",4
michaeltanchum And flights between Qatar and IRAN are still going ,4
" Today, Sec Pompeo delivered remarks on U.S. efforts to combat the Wuhan virus, announced new terrorist designations, and dis…",4
 Can you? Country thread with each letter of your name   A= America L= London I= Iran Y= Yemen U= Ukraine   Drop yours👇👇,4
 ISIS infected-so sad 😆😆 Hezbollah sickened-sobbing 😂😂 Iranian Regime-must stop crying 🤣🤣🤣 However my prayers and thoughts…,4
 This is time to set aside politics and help each other.  Sanctions have already devastated Iran’s economy and public health sect…,4
" I’m old enough to remember Obama, Ben Rhodes, Rob Malley and the other Iran regime apologists telling us Iran is just like…",4
 We willingly allowed the government to shut down our lives and completely devastate our economy over a virus that hasn…,4
 British Iranian mother Nazanin Zaghari-Ratcliffe has been temporarily released from prison in Iran almost four years afte…,4
 The Iranian government created an app to try to help its citizens recognize cases of coronavirus... But Google quickly…,4
 Freeing prisoners to combat a pandemic sounds nice but you can’t expect the US government to be as progressive minded…,4
jihadwatch RS So Iran will shift its anger from USA towards China now ??,4
Also thousands of innocent Iranians were driven out of Iran because of Saddam+ America followed by the current regi… ,4
" The US imposed fresh sanctions on Iran on Tuesday, keeping up its economic pressure campaign even as it offered to he…",4
 Army sources: First positive case of COVID19 confirmed of an Indian Army jawan (from Ladakh Scouts). Jawan’s father has…,4
 Nazanin Zaghari-Ratcliffe temporarily released from Iran prison due to coronavirus outbreak  Please d…,4
 Really good news for all of us. Clear signs now that Italy may mirror China. Quarantine measures are slowing that rate and crea…,4
" Unlawful US sanctions drained Iran's economic resources, impairing ability to fight COVID19.   They literally kill innocents…",4
 How do coronavirus tests work?  science virology scientists coronavirus coronaoutbreak corona covid19 china ital…,4
" An extraordinary burst of contradictory Covid messages by Iran's hierarchy in recent days has angered many Iranians, al…",4
 Many will disagree agree but.. Coronavirus will not end unless pandemic is brought under control in Iran. That is not h…,4
Sanam F24 Olivia Gale7 Is this Iran?!  Good for them.  We should all show such grace and fearlessness under fire.,4
"where the virus is far more prevalent (like Iran, Italy, Hubei). Community spread likely has been occurring for som… ",4
 Iran frees Zaghari-Ratcliffe temporarily as virus hits jails ,4
" The SAMAH, a tanker formerly known as SAVIOR that Tanker Trackers reported delivered oil to Syria, was sold in early Marc…",4
" The US imposed fresh sanctions on Iran on Tuesday, keeping up its economic pressure campaign even as it offered to he…",4
 Can you? Country thread with each letter of your name   A= America L= London I= Iran Y= Yemen U= Ukraine   Drop yours👇👇,4
"▸ Virus Death Toll Near 1,000 ▸ Iran's Non-Oil Foreign Trade Deficit at $1.5 Billion ▸ Cheapest, Costliest Province… ",4
 jan 2020: possible war with iran.  feb 2020: australia on fire.  march 2020: corona virus epidemic.  april 2020: https…,4
" Pakistan said confirmed cases had more than doubled for a 2nd consecutive day, reaching 237.  Officials said jump was due to…",4
" JUST IN: Iran reports 135 new coronavirus deaths, raising death toll to 988.",4
An extraordinary burst of contradictory Covid messages by Iran's hierarchy in recent days has angered many Iranian… ,4
 A Beirut-based front company has sold a tanker that moved oil to Syria to an undisclosed Iranian interest …,4
mrsmolescroft Pamela H76306667 Roscoe BDavis1 High population in Italy of Chinese from Wuhan where the strain was… ,4
 Some good news in the darkness of Coronavirus – my constituent Nazanin Zaghari-Ratcliffe has been released from prison fo…,4
 Can you? Country thread with each letter of your name   A= America L= London I= Iran Y= Yemen U= Ukraine   Drop yours👇👇,4
 This cleric from Iran and many like him are the reason why Corona Virus pandemic claimed thousands of lives in the count…,4
 Can you? Country thread with each letter of your name   A= America L= London I= Iran Y= Yemen U= Ukraine   Drop yours👇👇,4
"Iran released 85,000 inmates due to the virus 🦠",4
 Nazanin Zaghari-Ratcliffe temporarily released from Iran prison due to coronavirus outbreak ,4
" JUST IN: Iran reports 135 new coronavirus deaths, raising death toll to 988.",4
" Iran frees 85,000 prisoners to stop spread of coronavirus, 50% of those released are security-related prisoners We w…",4
Bill_Shapiro House GOP White House 4ocean By the way This Nothing Guy Got Rich in Washington...TRUMP DONATES HIS… ,4
" Dear Europe,  You must disregard US sanctions on Iran. Sincerely, the world",4
" My mother called me from prison yesterday. Amid corona epidemic, no precautionary measures have been taken. The jail au…",4
 Coronavirus news: Nazanin Zaghari-Ratcliffe temporarily released from prison in Iran – live updates ,4
"Sometimes I get frustrated America won’t elect a woman President and chooses a Moron instead, and then Iran makes u… ",4
sadat_younis What about Iran ?,4
" Fun With Fun Peop1 NBCNews I don’t get it what’s the problem, Japan is working with Iran 🇮🇷 and North Korea🇰🇵  on the dow…",4
"Iran frees 85,000 prisoners temporarily over coronavirus fears  via Mail Online",4
 Iranian National Extradited to the Western District of Texas for Illegally Exporting Military Sensitive Items from the…,4
 jan 2020: possible war with iran.  feb 2020: australia on fire.  march 2020: corona virus epidemic.  april 2020: https…,4
 Ppl calling me racist can get in line  Speaking out against totalitarian regimes who tyrannize their ppl is what I do-wh…,4
 Some good news in the darkness of Coronavirus – my constituent Nazanin Zaghari-Ratcliffe has been released from prison fo…,4
 Ppl calling me racist can get in line  Speaking out against totalitarian regimes who tyrannize their ppl is what I do-wh…,4
 A prominent Houthi commander vowed in a television interview to coerce all tribes in Yemen to fight alongside the Ira…,4
coronavirus shut down schools across the the globe and distance learning came out as an inevitable option. Iran h… ,4
 Is Iran on the Verge of a Nationwide Rebellion?  An analysis by a think-tank of Khamenei’s faction  This report clearly d…,4
 Is anyone still seriously doubting that COVID2019 is an American and Zionist Biological Attack aimed at China and Iran…,4
" COVID19 Total Recovered  Updated: Mar 17, 2020, 16:48 GMT  86,715 🇨🇳China  5,389 🇮🇷Iran 2,749 🇮🇹Italy 1,401 🇰🇷South Korea 1,02…",4
 Please read these graphs with reservations. Many countries have stopped testing or have never had good testing in place. I…,4
 Iran frees Zaghari-Ratcliffe temporarily as virus hits jails ,4
 Some good news in the darkness of Coronavirus – my constituent Nazanin Zaghari-Ratcliffe has been released from prison fo…,4
 British-Iranian citizen Zaghari-Ratcliffe temporarily released from Prison in Iran. She appears in these images to be spe…,4
" Mr. Moradi had nervous breakdowns due to his illness. After several hours of being neglected by prison authorities, he wa…",4
 The regime in Iran is playing with fire.,4
" In all countries where the coronavirus first spread, the state leads the war against it, imposing draconian lockdowns on enti…",4
 Some good news in the darkness of Coronavirus – my constituent Nazanin Zaghari-Ratcliffe has been released from prison fo…,4
 Coronavirus Spy Apps: Israel Joins Iran And China Tracking Citizens’ Smartphones To Fight COVID-19 …,4
" Iran COVID19+ patient:  - Despite promises by Health Ministry, patients have to pay for treatment. - Are forced to bring a co…",4
 This is time to set aside politics and help each other.  Sanctions have already devastated Iran’s economy and public health sect…,4
 China and Jack Ma are sending Corona virus test kits to:  -All 54 African countries -Italy -Spain -Pakistan -Japan -Iran…,4
 real Tuck Frumper Trump's  a stable genius. While he was in the stable talking to some asses he was told that a horse f…,4
 Ppl calling me racist can get in line  Speaking out against totalitarian regimes who tyrannize their ppl is what I do-wh…,4
 Iran in 1973 vs Iran today ,4
" Iran reports 135 new coronavirus deaths, raising death toll to 988.",4
" Tonight marks a crimson and blazing Feast of Fire for the people of Iran who are grieving in pain, and who are furious…",4
 Really good news for all of us. Clear signs now that Italy may mirror China. Quarantine measures are slowing that rate and crea…,4
 You must revive the sense of solidarity and sympathy in our wounded society. Your solidarity is that great power the mul…,4
" Iran releases 85,000 inmates as coronavirus sweeps through prisons: 'we're all ill'  Fox News  NCRIU…",4
 Army sources: First positive case of COVID19 confirmed of an Indian Army jawan (from Ladakh Scouts). Jawan’s father has travel hi…,4
Ali Ahmadi_Iran Today there would appear to be similar reporting restrictions ,4
 The updated list of high-risk countries contained in the travel advisory from SA Government:  • Italy • Iran • South Korea •…,4
 Coronavirus hits terrorists and terrorism hard from ISIS to Iran: ,4
titojourno 2/3 Now let’s see what’s wrong: 1) There is serious issues with how people coming back from Iran were d… ,4
 Pakistani Rangers open fire on their own citizens who returned from Iran. Islamic Republic Of Pakistan opened Taftan bor…,4
 Gaumutra Price in Different countries to fight COVID2019  Saudi Arab - Free Iran              - Free Iraq              - F…,4
 When you  -sent an entire makeshift lab to Iran to save ur citizens  -evacuated 766 indians from china -124 from japan -336fr…,4
" .Javaid Rehman , UN Special Rapporteur on Iran, asked Tehran to free all political prisoners temporarily from overcr…",4
 Iranian National Extradited to the Western District of Texas for Illegally Exporting Military Sensitive Items from the…,4
 Iranian National Extradited to the Western District of Texas for Illegally Exporting Military Sensitive Items from the…,4
" Iran is, according to the West, a brutal, theocratic regime that treats its citizens like cattle. So why are they rele…",4
 Dr. Rick Brennan Director of Emergency Operations in WHO  said number of coronavirus cases in Iran is five times higher…,4
" My God, Iran have released Zaghari-Ratcliffe because of the spread of coronavirus in their prisons. She is tagged but sm…",4
"Iran releases 85,000 inmates as coronavirus sweeps through prisons: 'we're all ill'  ",4
 When you  -sent an entire makeshift lab to Iran to save ur citizens  -evacuated 766 indians from china -124 from japan -336fr…,4
" The US imposed fresh sanctions on Iran on Tuesday, keeping up its economic pressure campaign even as it offered to he…",4
" My solidarity to Ms. Nasrin Sotoudeh, a prominent lawyer and human rights activist.   Jailed Iranian Activist Nasrin Sot…",4
" Unlawful US sanctions drained Iran's economic resources, impairing ability to fight COVID19.   They literally kill innocents…",4
 If sanctions on Iran aren’t suspended soon it’s basically genocidal,4
 Coronavirus Spy Apps: Israel Joins Iran And China Tracking Citizens’ Smartphones To Fight COVID-19 …,4
" Bryan Dean Wright Secondly America's vulnerability to the Coronavirus with respect to the peoples panic levels, impact to the e…",4
"Iran issued its most dire warning yet Tuesday about the outbreak of the new coronavirus ravaging the country, sugge… ",4
"Ali Velshi Jeri LRyan Iran stormed our embassy on November 4, 1979, a year to the day before the next Presidential… ",4
" Here's Newt Gingrich showing a dark, disgusting Neocon side here - using human tragedy and suffering in Iran to score cheep regi…",4
JZarif The mullahs' regime deliberately brought Corona into the country and expanded it!  For two reasons: suppres… ,4
" Shiite Mafias of Afghan and other nationalities occupy Deir Ezzor.. Just like Daesh brought foreign elements, Iran boasts that…",4
" CORONAVIRUS:   ▶️Dubai's streets are almost deserted, as the UAE has taken drastic measures to combat the new COVID-19 pandemi…",4
 A prominent Houthi commander vowed in a television interview to coerce all tribes in Yemen to fight alongside the Ira…,4
Daniel G26598926 longlivealbion Lives Morgoth Britain is failing because of Israel.,5
 If I had to choose a single saying to explain the Israel / Arab conflict it would be this one:  If the Arabs put down their we…,5
 For Palestinians there is no light at the end of the tunnel. It's uncertain what it will look like to battle a pandemic while…,5
" Israel, a settler colonial state, engaging in a slow-motion or incremental genocide, not publishing Coronavirus guidanc…",5
Reuters Where are they? who were claiming that this is a biological warfare commenced by US with the assistance of… ,5
 India is world’s main generic drugs' supplier  India restricted export of 26 pharmaceutical ingredients and drugs made from th…,5
 I love being Jewish✡️ I love Israel 🇮🇱  Those two things are inextricable for me and 99% of Jews around the world.  Th…,5
" Ralph Bunche. the first African American Nobel Peace Prize winner, awarded in 1950 for his successful mediation of a c…",5
" VSHUMRI ES HASHABBES!! This week will be first Shabbes since the Medine Ha Tziyoiny that ""Shabbes will be kept in Israel""…",5
" Ralph Bunche. the first African American Nobel Peace Prize winner, awarded in 1950 for his successful mediation of a c…",5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
Do y’all want the real reason on a Biblical timeline why this is happening this year... okay here we go... there is… ,5
 Palestine PR What ppl don't understand is this: Israel is illegitimate and shouldn't even exist.  The…,5
krahzybangz My man!,5
" I am in shock? That's GAZA????  How did the world's largest open air prison get a $60,000 BMW SUV? Did they drive it i…",5
" Tonight the municipality hall is lit with the Spanish flag, in solidarity with Spain and all those affected by the Corona Vi…",5
Israel Adesanya and Mayweather get into a street fight....,5
 Palestine PR Tucker Carlson Laurel Porter Israel's soldiers often shoot Palestinian footballers:  and…,5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
Winter quarter done 🙏,5
ZVArmy Remember Boris and Patel and the leaks which tipped-off the media that the couple were romancing the conserva… ,5
 Israel can't bear the thought of Palestinian footballers achieving sporting success with premier league football clubs aro…,5
Senhor Raposa arnoblalam Really? Don't know. Wasn't just that she didn't like the corrupt facsist Nutty Yahoo killi… ,5
" My cousin sent me this and just had to share. These are people quarantined in Israel, that turned a crazy situation into s…",5
 I will be contacting everyone that booked seats nearer the time of the rearranged Israel game to confirm seats are still requ…,5
 Only the International Criminal Court in The Hague can restrain Israel ,5
 Scientists in Israel likely to announce the development of a coronavirus vaccine. ,5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
"Chi Crim Rene Ro Arquette palinfoen this is completely false. There are no dams in Israel, its a freaking desert.… ",5
" Tonight the municipality hall is lit with the Spanish flag, in solidarity with Spain and all those affected by the Corona Vi…",5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
 Hundreds of Palestinian workers are now banned from entering Israel. This means families across the occupied West Bank have no…,5
 How social distancing can stop the spread of Covid-19.   Be safe!    COVID19 Coronavirus Coronav…,5
United Nations Security Council: Impose Financial and Military Sanctions on Israel for War Crimes - Sign the Petiti… ,5
"Ralph Bunche. the first African American Nobel Peace Prize winner, awarded in 1950 for his successful mediation of… ",5
" In israel, racism is so prevalent, no coalition gov't can be formed with a Palestinian party — now you can't get more apa…",5
I love being Jewish✡️ I love Israel 🇮🇱  Those two things are inextricable for me and 99% of Jews around the world.… ,5
" People all around the world are not going to their jobs and not getting paid, including Israelis who are quarantined.…",5
" I am israel  New film about how the Jews created Israel. I don’t see anything about the Balfour declaration, terrorist a…",5
Kimbraov1 That could back fire on them just like it did to Pharaoh back in Egypt in the Bible When  he said all th… ,5
Bill_Shapiro House GOP White House 4ocean By the way This Nothing Guy Got Rich in Washington...TRUMP DONATES HIS… ,5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
" India stopped its drug exports to the world, except for Israel, following a request by PM Benjamin Netanyahu to PM Nare…",5
Corgi Hollows So you are not willing. I am not basing this on conjecture. I know the Church hasn’t replaced Israel.,5
Coronavirus: Israel to send El Al plane to return Israelis from Peru - The Jerusalem Post ⁦Darren Fisher NS⁩ ⁦… ,5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
OMG I can't believe Israel is a fascist state!  This has just come out of nowhere! ,5
 Coronavirus Spy Apps: Israel Joins Iran And China Tracking Citizens’ Smartphones To Fight COVID-19 …,5
" It really is terrifying! In light of the fact that Coruna virus dominates the world, and people fear it, there are thousand…",5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
 ITALY'S MARKET WATCHDOG BANS SHORT SELLING FOR 90 DAYS,5
 PLEASE SIGN THE PETITION United Nations Security Council: Impose Financial and Military Sanctions on Israel for War Cri…,5
 Israel also under attack of Coronavirus.  COVID2019 NBC  Ahmad Jawad BTH Imran A_PTI Six new coronavirus patients in Isr…,5
" If for 13 years Israel has shown no humanity to Palestinians in Gaza, why would they now? Gaza is an open-air prison with no c…",5
" ""A police source confirmed to The Times of Israel that the suspects, 17, from Petah Tikva and Haifa, are both Jewish.""  O…",5
" Tonight the municipality hall is lit with the Spanish flag, in solidarity with Spain and all those affected by the Corona Vi…",5
" What a lovely photo from Israel's eternal capital, Jerusalem.  📸 Sharon Gabay ",5
 Coronavirus Spy Apps: Israel Joins Iran And China Tracking Citizens’ Smartphones To Fight COVID-19 …,5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
 Those who wonder if there is a more antisemitic person than Mairav Zonszein have the answer here. Whitson deleted her tweet w…,5
" Tonight, Tel Aviv's city hall is lit up in the Spanish flag's Yellow and Red in  support of our friends in Spain, bravely handli…",5
Boss_mum32 Eri St0crat I went on the bus today (in Israel) and there was a man wearing a gas mask.,5
PLEASE SIGN THE PETITION United Nations Security Council: Impose Financial and Military Sanctions on Israel for War… ,5
Lauramo92212760 loroli951402 Canadiancovfefe Duriavig Robert Todd Abshire KARAVIJ Craig GWelch pmatons… ,5
 Me wearing a saree on Purim ❤ Long live India 🇮🇳 and Israel 🇮🇱 ,5
Israel is using cellphone data to track the coronavirus  ,5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
" Israel has supplied weapons to genocidal regimes from Rwanda to Myanmar, and spy technology to rogue UAE and Saudi regimes.…",5
" In israel, racism is so prevalent, no coalition gov't can be formed with a Palestinian party — now you can't get more apa…",5
" India stopped its drug exports to the world, except for Israel, following a request by PM Benjamin Netanyahu to PM Naren…",5
" In a seemingly deliberate move to harm Palestinians, Israel failed to publish health information on the coronavirus in Arab…",5
"It really is terrifying! In light of the fact that Coruna virus dominates the world, and people fear it, there are… ",5
 Coronavirus: Israel enables emergency spy powers ,5
 Palestinian footballers' hopes dashed as Israel rejects permits   ,5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
" India stopped its drug exports to the world, except for Israel, following a request by PM Benjamin Netanyahu to PM Nare…",5
 Coronavirus Spy Apps: Israel Joins Iran And China Tracking Citizens’ Smartphones To Fight COVID-19 …,5
" Israel has supplied weapons to genocidal regimes from Rwanda to Myanmar, and spy technology to rogue UAE and Saudi regimes.…",5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
Mr Mubin Shaikh I stand corrected. There's always bias in reporting and Israel is no friend of Iran. Hence my tweet,5
" Israel coronavirus case 337 is an IDF Non-commissioned officer, this is the 7th coronavirus case in the IDF.  Currently 4…",5
 “Holocaust survivor celebrates 97th birthday amid coronavirus... Ester Wienrib rang in her 97th birthday this week with a…,5
Roy Ayers — Evolution: The Polydor Anthology Strictly Rhythm: 10 Years of Strictly Rhythm Les Fleurs — The Minnie R… ,5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
"We're ready for our daily check-in from Rabbi Weiner, and a discussion about hand washing.  … ",5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
stonecold2050 Israel are doing this already...because they are 'the most democratic state '......in other words th… ,5
" RIP Rachel Corrie... A real life hero who was murdered by the Zionist military who ran over her, breaking her back and crus…",5
 Belgium: Catholic coronavirus top specialist is obsessive Israel-basher (Gazacaust)  antisemitism,5
 Israel ambassador in Germany has been infected with the coronavirus.,5
"Under coronavirus lockdown, Armageddon is like the end of the world ",5
katiejo17987508 maryjanebern The Kurtster Joe Biden What about Saudi Arabia and Israel?,5
" India stopped its drug exports to the world, except for Israel, following a request by PM Benjamin Netanyahu to PM Naren…",5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
 Please keep the people of Gaza in your prayers. Over two million Palestinians trapped by Israel behind a wall. The threat o…,5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
" Coronavirus Conscience: An Israeli gave back a 2,000-year-old catapult bolt to the Israel Antiquities Authority some 15…",5
" If for 13 years Israel has shown no humanity to Palestinians in Gaza, why would they now? Gaza is an open-air prison with no c…",5
" Rachel Corrie born April 10, 1979, died March 16 2003. Murdered by Israel - the murderer who is known to the authorities is…",5
"Sorry she's ""confused.""  Israel has been working on a vaccine that would cover all viruses, not just Covid-19.    N… ",5
" Ralph Bunche. the first African American Nobel Peace Prize winner, awarded in 1950 for his successful mediation of a c…",5
" Yadlin: Coronavirus may delay Iranian threat, won’t get it out of Syria: ",5
"Thank you, Mr. Mayor! And a great hug from Barcelona, Spain! Long live Israel! 🇪🇸❤️🇬🇫🇳🇫🇮🇱 ",5
"Cath Groyper yeah, self proclaimed ""king of israel"" lmao",5
LSafare Pineapple Fuego Bad Girl Finances DJTosin Soniyeahhh Israel 🇮🇱,5
" .lee_yaron: 17% of Israel’s doctors, 24% of nurses and 47% of pharmacists are Arabs. But Netanyahu calls them the enemy w…",5
 Who is watching and preparing Gaza for a potential Corona outbreak? Israel has permitted only 200 virus testing kits to e…,5
" In solidarity with the residents of our partner city, Barcelona and with the people of Spain, who are fighting against…",5
 If I had to choose a single saying to explain the Israel / Arab conflict it would be this one:  If the Arabs put down their we…,5
 Podcast: Where does COVID-19 fits into Israel's security planning? Listen to find out. fred_burton Thomas Ridd Ie https://…,5
" If for 13 years Israel has shown no humanity to Palestinians in Gaza, why would they now? Gaza is an open-air prison with no c…",5
Israel bans people from leaving homes for 'non-essential' reasons  via Mail Online,5
" Ralph Bunche. the first African American Nobel Peace Prize winner, awarded in 1950 for his successful mediation of a c…",5
" Sam and cat was a god awful show, what the hell was up with that voice??",5
Daniel G26598926 longlivealbion Lives Morgoth Britain is failing because of Israel.,5
 If I had to choose a single saying to explain the Israel / Arab conflict it would be this one:  If the Arabs put down their we…,5
 For Palestinians there is no light at the end of the tunnel. It's uncertain what it will look like to battle a pandemic while…,5
" Israel, a settler colonial state, engaging in a slow-motion or incremental genocide, not publishing Coronavirus guidanc…",5
Reuters Where are they? who were claiming that this is a biological warfare commenced by US with the assistance of… ,5
